h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
h,2.65394,1.56764,1.89277,0.806474,11,3,2,2,2.1587,d,2021-04-25,0,1,0,1,1.086296,89,18,226,14,71,Aston Villa,EPL,2020
a,1.58811,1.223,1.58811,1.223,6,8,2,1,1.6749,w,2021-05-01,1,0,0,3,0.3651099999999998,239,22,271,17,71,Aston Villa,EPL,2020
h,0.565472,1.88793,0.565472,1.1268,8,14,1,3,0.3892,l,2021-05-09,0,0,1,0,-0.561328,290,23,232,25,71,Aston Villa,EPL,2020
h,0.558976,0.975408,0.558976,0.975408,5,8,0,0,0.9441,d,2021-05-13,0,1,0,1,-0.416432,198,12,313,21,71,Aston Villa,EPL,2020
a,1.2303,1.95285,1.2303,1.95285,13,9,2,3,0.7758999999999999,l,2021-05-16,0,0,1,0,-0.72255,133,17,183,26,71,Aston Villa,EPL,2020
a,1.63669,0.89279,1.63669,0.89279,10,11,2,1,1.9507999999999999,w,2021-05-19,1,0,0,3,0.7439,304,30,171,19,71,Aston Villa,EPL,2020
h,0.980413,3.43414,0.219244,3.43414,5,19,2,1,0.17070000000000002,w,2021-05-23,1,0,0,3,-3.2148960000000004,294,16,133,21,71,Aston Villa,EPL,2020
a,1.26793,0.822944,1.26793,0.822944,5,9,1,0,1.7446000000000002,w,2020-09-13,1,0,0,3,0.444986,309,19,374,33,72,Everton,EPL,2020
h,4.16254,0.315347,4.16254,0.315347,6,6,5,2,2.9941,w,2020-09-19,1,0,0,3,3.847193,191,21,581,14,72,Everton,EPL,2020
a,2.27189,0.443115,1.51072,0.443115,3,4,2,1,2.6964000000000006,w,2020-09-26,1,0,0,3,1.0676050000000001,168,23,349,29,72,Everton,EPL,2020
h,2.34034,1.16568,2.34034,1.16568,10,7,4,2,2.2643,w,2020-10-03,1,0,0,3,1.1746599999999998,299,33,275,30,72,Everton,EPL,2020
h,1.35998,2.49492,1.35998,2.49492,2,13,2,2,0.6754,d,2020-10-17,0,1,0,1,-1.13494,282,20,218,25,72,Everton,EPL,2020
a,0.287054,0.74151,0.287054,0.74151,6,6,0,2,0.8175000000000001,l,2020-10-25,0,0,1,0,-0.454456,409,35,333,24,72,Everton,EPL,2020
a,1.21805,2.6311,1.21805,1.86993,8,5,1,2,0.39149999999999996,l,2020-11-01,0,0,1,0,-0.65188,211,24,411,12,72,Everton,EPL,2020
h,0.376464,1.59642,0.376464,1.59642,9,7,1,3,0.41380000000000006,l,2020-11-07,0,0,1,0,-1.2199559999999998,254,20,319,26,72,Everton,EPL,2020
a,2.2508,1.87028,2.2508,1.10911,9,9,3,2,1.6539,w,2020-11-22,1,0,0,3,1.1416899999999999,286,21,286,27,72,Everton,EPL,2020
h,1.29229,3.11324,1.29229,3.11324,6,12,0,1,0.36869999999999997,l,2020-11-28,0,0,1,0,-1.8209499999999998,311,19,205,32,72,Everton,EPL,2020
a,2.28139,0.730434,2.28139,0.730434,10,6,1,1,2.5509000000000004,d,2020-12-05,0,1,0,1,1.550956,210,28,377,23,72,Everton,EPL,2020
h,1.2216,1.00627,0.460428,1.00627,2,6,1,0,1.5519,w,2020-12-12,1,0,0,3,-0.5458419999999999,375,20,103,25,72,Everton,EPL,2020
a,1.51486,0.83883,1.51486,0.83883,3,6,2,0,2.0143,w,2020-12-16,1,0,0,3,0.6760300000000001,347,13,195,28,72,Everton,EPL,2020
h,0.661744,1.25206,0.661744,0.490894,1,11,2,1,0.7474999999999999,w,2020-12-19,1,0,0,3,0.17085,313,10,229,17,72,Everton,EPL,2020
a,0.568803,1.25106,0.568803,1.25106,8,3,1,0,0.6396,w,2020-12-26,1,0,0,3,-0.6822570000000001,201,18,323,30,72,Everton,EPL,2020
h,0.371045,1.19713,0.371045,1.19713,5,4,0,1,0.5598000000000001,l,2021-01-01,0,0,1,0,-0.826085,202,18,348,20,72,Everton,EPL,2020
a,0.323445,0.852495,0.323445,0.852495,9,4,2,1,0.7932,w,2021-01-12,1,0,0,3,-0.52905,332,18,317,21,72,Everton,EPL,2020
h,0.474981,0.792045,0.474981,0.792045,2,8,1,1,1.0066000000000002,d,2021-01-27,0,1,0,1,-0.317064,341,14,156,25,72,Everton,EPL,2020
h,0.966012,2.08832,0.966012,2.08832,9,5,0,2,0.6102,l,2021-01-30,0,0,1,0,-1.1223079999999999,134,20,310,11,72,Everton,EPL,2020
a,1.91539,1.14303,1.91539,1.14303,2,10,2,1,2.0048000000000004,w,2021-02-03,1,0,0,3,0.7723599999999999,291,20,174,31,72,Everton,EPL,2020
a,1.5571,1.71769,1.5571,1.71769,3,6,3,3,1.2441,d,2021-02-06,0,1,0,1,-0.16059,351,10,256,24,72,Everton,EPL,2020
h,0.314075,2.55085,0.314075,2.55085,1,9,0,2,0.06849999999999999,l,2021-02-14,0,0,1,0,-2.236775,289,22,353,30,72,Everton,EPL,2020
h,1.04664,1.23218,1.04664,1.23218,2,9,1,3,1.2189,l,2021-02-17,0,0,1,0,-0.18554000000000004,432,16,173,17,72,Everton,EPL,2020
a,2.01468,1.54046,1.25352,1.54046,1,14,2,0,1.7409000000000001,w,2021-02-20,1,0,0,3,-0.28694,379,18,130,20,72,Everton,EPL,2020
h,1.42054,0.665743,1.42054,0.665743,5,3,1,0,2.0606,w,2021-03-01,1,0,0,3,0.7547969999999999,275,27,249,31,72,Everton,EPL,2020
a,1.40789,1.02038,1.40789,1.02038,8,7,1,0,1.6999999999999997,w,2021-03-04,1,0,0,3,0.38751,248,21,315,19,72,Everton,EPL,2020
a,0.270757,2.57224,0.270757,1.81107,0,6,0,2,0.0907,l,2021-03-08,0,0,1,0,-1.5403129999999998,473,26,219,24,72,Everton,EPL,2020
h,1.69849,0.74852,1.69849,0.74852,9,9,1,2,2.1591000000000005,l,2021-03-13,0,0,1,0,0.9499700000000001,130,18,311,15,72,Everton,EPL,2020
h,2.53386,0.603749,2.53386,0.603749,10,12,1,1,2.5885000000000002,d,2021-04-05,0,1,0,1,1.9301109999999997,300,24,252,17,72,Everton,EPL,2020
a,0.306287,1.16465,0.306287,1.16465,3,11,0,0,0.596,d,2021-04-12,0,1,0,1,-0.858363,277,14,238,28,72,Everton,EPL,2020
h,2.26022,1.4815,1.49905,1.4815,6,2,2,2,1.9642,d,2021-04-16,0,1,0,1,0.017549999999999955,246,23,281,18,72,Everton,EPL,2020
a,0.529676,0.735767,0.529676,0.735767,3,8,1,0,1.0815000000000001,w,2021-04-23,1,0,0,3,-0.2060909999999999,355,18,300,20,72,Everton,EPL,2020
h,1.223,1.58811,1.223,1.58811,8,6,1,2,1.0494,l,2021-05-01,0,0,1,0,-0.3651099999999998,271,17,239,22,72,Everton,EPL,2020
a,1.56222,1.09704,1.56222,1.09704,6,7,1,0,1.7381,w,2021-05-09,1,0,0,3,0.4651799999999999,336,22,172,27,72,Everton,EPL,2020
a,0.975408,0.558976,0.975408,0.558976,8,5,0,0,1.7121,d,2021-05-13,0,1,0,1,0.416432,313,21,198,12,72,Everton,EPL,2020
h,1.24609,1.391,1.24609,1.391,12,5,0,1,1.1866,l,2021-05-16,0,0,1,0,-0.1449100000000001,193,20,404,28,72,Everton,EPL,2020
h,0.670997,0.265526,0.670997,0.265526,4,1,1,0,1.6935,w,2021-05-19,1,0,0,3,0.40547099999999997,312,27,204,23,72,Everton,EPL,2020
a,1.07258,2.88355,0.297804,2.88355,3,9,0,5,0.3316,l,2021-05-23,0,0,1,0,-2.585746,497,26,200,20,72,Everton,EPL,2020
a,1.26267,1.39569,1.26267,1.39569,14,1,0,1,1.2208,l,2020-09-12,0,0,1,0,-0.13302000000000014,83,23,312,18,74,Southampton,EPL,2020
h,2.27708,2.28004,1.51591,2.28004,4,3,2,5,1.3364,l,2020-09-20,0,0,1,0,-0.76413,234,27,248,23,74,Southampton,EPL,2020
a,0.706632,0.347136,0.706632,0.347136,6,9,1,0,1.71,w,2020-09-26,1,0,0,3,0.35949600000000004,275,20,230,28,74,Southampton,EPL,2020
h,0.949079,0.161283,0.949079,0.161283,6,1,2,0,2.1162,w,2020-10-04,1,0,0,3,0.7877959999999999,163,32,301,19,74,Southampton,EPL,2020
a,1.42348,1.98708,1.42348,1.98708,5,11,3,3,0.8833,d,2020-10-17,0,1,0,1,-0.5635999999999999,336,23,251,23,74,Southampton,EPL,2020
h,0.74151,0.287054,0.74151,0.287054,6,6,2,0,1.7526,w,2020-10-25,1,0,0,3,0.454456,333,24,409,35,74,Southampton,EPL,2020
a,1.00333,2.44855,1.00333,1.68738,2,5,4,3,0.4426,w,2020-11-01,1,0,0,3,-0.68405,164,22,161,23,74,Southampton,EPL,2020
h,0.985828,0.175633,0.985828,0.175633,4,0,2,0,2.1004,w,2020-11-06,1,0,0,3,0.810195,199,35,335,20,74,Southampton,EPL,2020
a,1.0785,1.57479,1.0785,1.57479,10,5,1,1,0.9612,d,2020-11-23,0,1,0,1,-0.4962899999999999,235,19,335,27,74,Southampton,EPL,2020
h,0.498783,2.47547,0.498783,2.47547,0,9,2,3,0.22610000000000002,l,2020-11-29,0,0,1,0,-1.976687,287,27,335,28,74,Southampton,EPL,2020
a,1.34801,2.03376,0.586839,1.27259,5,9,2,1,0.8063,w,2020-12-07,1,0,0,3,-0.6857510000000001,188,31,206,22,74,Southampton,EPL,2020
h,2.27973,0.219115,2.27973,0.219115,7,1,3,0,2.7797,w,2020-12-13,1,0,0,3,2.060615,94,18,370,28,74,Southampton,EPL,2020
a,1.11296,0.661135,1.11296,0.661135,11,6,1,1,1.7655,d,2020-12-16,0,1,0,1,0.4518249999999999,207,22,342,20,74,Southampton,EPL,2020
h,0.586972,1.15599,0.586972,1.15599,7,8,0,1,0.7936,l,2020-12-19,0,0,1,0,-0.569018,340,28,314,24,74,Southampton,EPL,2020
a,0.119709,0.781855,0.119709,0.781855,0,6,0,0,0.5729,d,2020-12-26,0,1,0,1,-0.662146,158,35,224,26,74,Southampton,EPL,2020
h,0.670996,1.07246,0.670996,1.07246,7,7,0,0,0.9229,d,2020-12-29,0,1,0,1,-0.40146399999999993,150,19,321,19,74,Southampton,EPL,2020
h,0.500436,1.37204,0.500436,1.37204,2,21,1,0,0.6221,w,2021-01-04,1,0,0,3,-0.8716039999999999,368,19,185,31,74,Southampton,EPL,2020
a,0.378147,2.12019,0.378147,2.12019,5,9,0,2,0.251,l,2021-01-16,0,0,1,0,-1.742043,219,23,275,28,74,Southampton,EPL,2020
h,0.99504,2.4339,0.99504,2.4339,1,7,1,3,0.3914,l,2021-01-26,0,0,1,0,-1.43886,167,25,326,20,74,Southampton,EPL,2020
h,2.22557,0.795508,2.22557,0.795508,17,4,0,1,2.4133,l,2021-01-30,0,0,1,0,1.430062,145,16,274,26,74,Southampton,EPL,2020
a,0.507893,5.0325,0.507893,4.27133,2,23,0,9,0.0102,l,2021-02-02,0,0,1,0,-3.7634369999999997,232,16,123,27,74,Southampton,EPL,2020
a,1.43445,0.910553,1.43445,0.910553,8,6,2,3,1.7691,l,2021-02-06,0,0,1,0,0.5238970000000001,75,26,270,15,74,Southampton,EPL,2020
h,0.8536,1.09361,0.8536,0.33244,6,3,1,2,1.0531000000000001,l,2021-02-14,0,0,1,0,0.5211600000000001,242,21,292,19,74,Southampton,EPL,2020
h,0.496603,1.44849,0.496603,0.687319,0,10,1,1,0.4658,d,2021-02-20,0,1,0,1,-0.190716,474,28,146,35,74,Southampton,EPL,2020
a,1.47981,1.84753,1.47981,1.84753,5,10,0,3,1.1264,l,2021-02-23,0,0,1,0,-0.3677199999999998,181,28,195,29,74,Southampton,EPL,2020
a,0.665743,1.42054,0.665743,1.42054,3,5,0,1,0.6473,l,2021-03-01,0,0,1,0,-0.7547969999999999,249,31,275,27,74,Southampton,EPL,2020
a,2.37386,0.908155,1.6127,0.908155,5,5,2,0,2.4388,w,2021-03-06,1,0,0,3,0.704545,174,24,226,29,74,Southampton,EPL,2020
a,1.60561,3.10503,0.844439,3.10503,5,10,2,5,0.4413,l,2021-03-10,0,0,1,0,-2.2605910000000002,423,23,311,15,74,Southampton,EPL,2020
h,1.03495,0.895967,1.03495,0.895967,7,2,1,2,1.4743,l,2021-03-14,0,0,1,0,0.13898300000000008,145,9,260,33,74,Southampton,EPL,2020
h,2.40272,1.50285,2.40272,0.741677,14,7,3,2,2.029,w,2021-04-04,1,0,0,3,1.6610429999999998,125,16,214,21,74,Southampton,EPL,2020
a,1.5002,2.77089,0.739026,2.00972,9,12,0,3,0.5685,l,2021-04-12,0,0,1,0,-1.2706940000000002,105,21,184,24,74,Southampton,EPL,2020
a,1.06134,1.28824,1.06134,0.527071,2,11,1,2,1.089,l,2021-04-21,0,0,1,0,0.534269,376,20,209,29,74,Southampton,EPL,2020
h,0.954057,2.51518,0.192888,2.51518,2,8,1,1,0.3569,d,2021-04-30,0,1,0,1,-2.322292,261,12,139,35,74,Southampton,EPL,2020
a,1.2289,2.26367,1.2289,2.26367,5,10,0,2,0.6642999999999999,l,2021-05-08,0,0,1,0,-1.0347699999999997,325,16,308,28,74,Southampton,EPL,2020
h,1.58872,1.32586,1.58872,0.56469,5,8,3,1,1.5599,w,2021-05-11,1,0,0,3,1.0240299999999998,128,23,357,29,74,Southampton,EPL,2020
h,2.29146,0.875957,2.29146,0.875957,7,8,3,1,2.3479,w,2021-05-15,1,0,0,3,1.4155029999999997,381,30,290,29,74,Southampton,EPL,2020
h,1.3084,1.58132,1.3084,1.58132,8,7,0,2,1.1212,l,2021-05-18,0,0,1,0,-0.27292000000000005,223,31,192,31,74,Southampton,EPL,2020
a,1.35179,1.98344,1.35179,1.98344,10,2,0,3,0.9417,l,2021-05-23,0,0,1,0,-0.63165,111,18,302,17,74,Southampton,EPL,2020
a,2.95581,0.352997,1.43347,0.352997,3,6,3,0,2.9074,w,2020-09-13,1,0,0,3,1.080473,179,17,363,19,75,Leicester,EPL,2020
h,0.987365,1.52404,0.987365,1.52404,14,6,4,2,0.9512,w,2020-09-20,1,0,0,3,-0.536675,127,17,338,21,75,Leicester,EPL,2020
a,2.86721,1.44633,0.583704,1.44633,3,5,5,2,2.4334,w,2020-09-27,1,0,0,3,-0.8626259999999999,301,12,144,27,75,Leicester,EPL,2020
h,0.456022,2.03227,0.456022,2.03227,2,3,0,3,0.3094,l,2020-10-04,0,0,1,0,-1.576248,161,22,376,11,75,Leicester,EPL,2020
h,0.671595,0.873776,0.671595,0.873776,4,7,0,1,1.1142,l,2020-10-18,0,0,1,0,-0.20218099999999994,210,24,212,23,75,Leicester,EPL,2020
a,0.736172,0.73944,0.736172,0.73944,2,5,1,0,1.3486,w,2020-10-25,1,0,0,3,-0.0032679999999999376,367,14,264,24,75,Leicester,EPL,2020
a,3.07657,1.74822,2.3154,1.74822,5,7,4,1,2.3016,w,2020-11-02,1,0,0,3,0.5671799999999998,369,10,155,23,75,Leicester,EPL,2020
h,2.0545,0.57936,0.532166,0.57936,1,6,1,0,2.5842,w,2020-11-08,1,0,0,3,-0.04719399999999996,296,20,261,10,75,Leicester,EPL,2020
a,1.98397,3.77245,1.98397,3.77245,8,9,0,3,0.44609999999999994,l,2020-11-22,0,0,1,0,-1.78848,380,21,240,29,75,Leicester,EPL,2020
h,1.27814,2.03719,1.27814,1.27602,9,7,1,2,0.7869999999999999,l,2020-11-30,0,0,1,0,0.002120000000000122,136,24,384,22,75,Leicester,EPL,2020
a,1.3904,0.290743,1.3904,0.290743,5,3,2,1,2.3325,w,2020-12-06,1,0,0,3,1.099657,111,20,366,21,75,Leicester,EPL,2020
h,1.64351,0.791673,1.64351,0.791673,11,5,3,0,2.0698999999999996,w,2020-12-13,1,0,0,3,0.8518370000000001,248,19,263,28,75,Leicester,EPL,2020
h,0.83883,1.51486,0.83883,1.51486,6,3,0,2,0.6886,l,2020-12-16,0,0,1,0,-0.6760300000000001,195,28,347,13,75,Leicester,EPL,2020
a,1.74772,0.945932,0.986554,0.945932,13,5,2,0,2.0111999999999997,w,2020-12-20,1,0,0,3,0.04062200000000005,271,23,199,21,75,Leicester,EPL,2020
h,1.0396,2.08423,1.0396,2.08423,1,6,2,2,0.6244,d,2020-12-26,0,1,0,1,-1.0446299999999997,279,27,287,31,75,Leicester,EPL,2020
a,1.72132,0.321348,0.960152,0.321348,4,1,1,1,2.5497,d,2020-12-28,0,1,0,1,0.6388039999999999,138,25,374,16,75,Leicester,EPL,2020
a,0.702081,0.264584,0.702081,0.264584,6,1,2,1,1.774,w,2021-01-03,1,0,0,3,0.43749699999999997,183,29,311,23,75,Leicester,EPL,2020
h,2.12019,0.378147,2.12019,0.378147,9,5,2,0,2.6108,w,2021-01-16,1,0,0,3,1.742043,275,28,219,23,75,Leicester,EPL,2020
h,1.1449,0.615727,1.1449,0.615727,9,7,2,0,1.8511,w,2021-01-19,1,0,0,3,0.529173,397,22,188,22,75,Leicester,EPL,2020
a,0.792045,0.474981,0.792045,0.474981,8,2,1,1,1.6051000000000002,d,2021-01-27,0,1,0,1,0.317064,156,25,341,14,75,Leicester,EPL,2020
h,1.73432,1.8141,1.73432,1.8141,6,4,1,3,1.3044,l,2021-01-31,0,0,1,0,-0.07977999999999996,229,28,217,30,75,Leicester,EPL,2020
a,1.71299,0.731288,1.71299,0.731288,6,10,2,0,2.2877,w,2021-02-03,1,0,0,3,0.981702,361,19,253,33,75,Leicester,EPL,2020
a,0.632232,1.35506,0.632232,1.35506,10,7,0,0,0.7269,d,2021-02-07,0,1,0,1,-0.7228279999999999,254,34,341,23,75,Leicester,EPL,2020
h,2.07383,1.68325,2.07383,1.68325,2,12,3,1,1.6653,w,2021-02-13,1,0,0,3,0.39058000000000015,310,23,227,30,75,Leicester,EPL,2020
a,1.23852,1.7084,1.23852,1.7084,6,5,2,1,0.9439,w,2021-02-21,1,0,0,3,-0.46987999999999985,226,25,235,17,75,Leicester,EPL,2020
h,0.533575,2.1065,0.533575,1.34533,3,7,1,3,0.1895,l,2021-02-28,0,0,1,0,-0.8117549999999999,274,25,244,10,75,Leicester,EPL,2020
a,1.24109,1.26793,1.24109,1.26793,6,7,1,1,1.311,d,2021-03-03,0,1,0,1,-0.026839999999999975,133,14,339,18,75,Leicester,EPL,2020
a,1.03801,0.75471,1.03801,0.75471,7,11,2,1,1.6166,w,2021-03-06,1,0,0,3,0.2833000000000001,180,24,377,32,75,Leicester,EPL,2020
h,4.54571,0.0934777,4.54571,0.0934777,12,2,5,0,2.9935,w,2021-03-14,1,0,0,3,4.4522322999999995,159,26,495,22,75,Leicester,EPL,2020
h,0.284781,1.98438,0.284781,1.98438,2,12,0,2,0.2195,l,2021-04-03,0,0,1,0,-1.699599,315,15,311,37,75,Leicester,EPL,2020
a,1.17188,1.02408,1.17188,1.02408,7,4,2,3,1.4382000000000001,l,2021-04-11,0,0,1,0,0.14779999999999993,212,31,353,14,75,Leicester,EPL,2020
h,2.6712,0.277126,2.6712,0.277126,9,4,3,0,2.8297,w,2021-04-22,1,0,0,3,2.394074,114,24,387,19,75,Leicester,EPL,2020
h,1.23419,0.723112,1.23419,0.723112,12,1,2,1,1.7734,w,2021-04-26,1,0,0,3,0.5110779999999999,121,27,298,17,75,Leicester,EPL,2020
a,2.51518,0.954057,2.51518,0.192888,8,2,1,1,2.4728,d,2021-04-30,0,1,0,1,2.322292,139,35,261,12,75,Leicester,EPL,2020
h,2.315,2.87261,2.315,2.87261,9,3,2,4,1.005,l,2021-05-07,0,0,1,0,-0.5576099999999999,139,29,293,18,75,Leicester,EPL,2020
a,0.991522,0.212874,0.991522,0.212874,2,2,2,1,2.1169000000000002,w,2021-05-11,1,0,0,3,0.778648,347,29,266,13,75,Leicester,EPL,2020
a,0.832596,2.86149,0.832596,2.10032,5,11,1,2,0.21560000000000001,l,2021-05-18,0,0,1,0,-1.2677239999999999,329,30,195,28,75,Leicester,EPL,2020
h,1.82554,1.85229,0.3032,1.85229,2,6,2,4,1.3387,l,2021-05-23,0,0,1,0,-1.54909,294,27,240,18,75,Leicester,EPL,2020
h,0.352997,2.95581,0.352997,1.43347,6,3,0,3,0.0568,l,2020-09-13,0,0,1,0,-1.080473,363,19,179,17,76,West Bromwich Albion,EPL,2020
a,0.315347,4.16254,0.315347,4.16254,6,6,2,5,0.0037,l,2020-09-19,0,0,1,0,-3.847193,581,14,191,21,76,West Bromwich Albion,EPL,2020
h,0.911185,2.36046,0.911185,2.36046,3,12,3,3,0.40570000000000006,d,2020-09-26,0,1,0,1,-1.4492749999999996,449,11,113,25,76,West Bromwich Albion,EPL,2020
a,0.161283,0.949079,0.161283,0.949079,1,6,0,2,0.5202,l,2020-10-04,0,0,1,0,-0.7877959999999999,301,19,163,32,76,West Bromwich Albion,EPL,2020
h,0.731692,1.08532,0.731692,1.08532,3,2,0,0,0.9921,d,2020-10-19,0,1,0,1,-0.35362800000000005,165,20,253,19,76,West Bromwich Albion,EPL,2020
a,0.295654,0.546807,0.295654,0.546807,4,4,1,1,0.9414,d,2020-10-26,0,1,0,1,-0.25115300000000007,274,19,257,24,76,West Bromwich Albion,EPL,2020
a,0.482685,1.62247,0.482685,1.62247,3,4,0,2,0.4562,l,2020-11-02,0,0,1,0,-1.139785,187,37,287,23,76,West Bromwich Albion,EPL,2020
h,0.799352,1.87063,0.799352,1.87063,6,4,0,1,0.579,l,2020-11-08,0,0,1,0,-1.071278,263,16,142,19,76,West Bromwich Albion,EPL,2020
a,0.438646,2.42994,0.438646,1.66881,2,20,0,1,0.1638,l,2020-11-21,0,0,1,0,-1.2301639999999998,324,30,221,29,76,West Bromwich Albion,EPL,2020
h,1.71644,3.36544,1.71644,3.36544,6,11,1,0,0.4776,w,2020-11-28,1,0,0,3,-1.649,182,19,198,15,76,West Bromwich Albion,EPL,2020
h,0.567234,1.68656,0.567234,1.68656,7,14,1,5,0.53,l,2020-12-06,0,0,1,0,-1.119326,259,17,307,25,76,West Bromwich Albion,EPL,2020
a,0.57319,0.904163,0.57319,0.904163,4,5,1,2,1.0030000000000001,l,2020-12-12,0,0,1,0,-0.3309730000000001,230,20,254,10,76,West Bromwich Albion,EPL,2020
a,0.210243,2.58593,0.210243,2.58593,0,16,1,1,0.1102,d,2020-12-15,0,1,0,1,-2.3756869999999997,315,9,97,14,76,West Bromwich Albion,EPL,2020
