name_team,id,ova,att,mid,def,transfer_budget,speed,dribbling,passing,positioning,crossing,shooting,aggression,pressure,team_width,defender_line,dp,ip,players,saa,taa,date,fifa
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-09-18,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-09-18,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-09-18,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-09-18,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-09-18,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-09-18,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-09-18,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-09-18,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-09-18,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-09-18,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-09-18,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-09-18,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-09-18,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-09-18,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-09-18,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-09-18,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-09-18,FIFA17
bournemouth,1943,74,74,75,74,33.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,23.64,2017-09-18,FIFA17
arsenal,1,83,81,83,82,90.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,9,9,33,26.64,24.42,2017-09-13,FIFA17
chelsea,5,83,86,84,81,99.2,fast,normal,normal,organised,normal,normal,press,deep,normal,cover,10,10,33,26.45,23.33,2017-09-13,FIFA17
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-09-13,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-09-13,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-09-13,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-09-13,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-09-13,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-09-13,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-09-13,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-09-13,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-09-13,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-09-13,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-09-13,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-09-13,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-09-13,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-09-13,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-09-13,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-09-13,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-09-13,FIFA17
bournemouth,1943,74,74,75,74,33.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,23.64,2017-09-13,FIFA17
arsenal,1,83,81,83,82,90.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,9,9,33,26.64,24.42,2017-09-11,FIFA17
chelsea,5,83,86,84,81,99.2,fast,normal,normal,organised,normal,normal,press,deep,normal,cover,10,10,33,26.45,23.33,2017-09-11,FIFA17
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-09-11,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-09-11,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-09-11,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-09-11,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-09-11,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-09-11,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-09-11,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-09-11,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-09-11,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-09-11,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-09-11,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-09-11,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-09-11,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-09-11,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-09-11,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-09-11,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-09-11,FIFA17
bournemouth,1943,74,74,75,74,33.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,23.64,2017-09-11,FIFA17
arsenal,1,83,81,83,82,90.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,9,9,33,26.64,24.42,2017-09-07,FIFA17
chelsea,5,83,86,84,81,99.2,fast,normal,normal,organised,normal,normal,press,deep,normal,cover,10,10,33,26.45,23.33,2017-09-07,FIFA17
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-09-07,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-09-07,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-09-07,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-09-07,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-09-07,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-09-07,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-09-07,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-09-07,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-09-07,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-09-07,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-09-07,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-09-07,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-09-07,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-09-07,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-09-07,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-09-07,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-09-07,FIFA17
bournemouth,1943,74,74,75,74,33.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,23.64,2017-09-07,FIFA17
arsenal,1,83,81,83,82,90.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,9,9,33,26.64,24.42,2017-09-04,FIFA17
chelsea,5,83,86,84,81,99.2,fast,normal,normal,organised,normal,normal,press,deep,normal,cover,10,10,33,26.45,23.33,2017-09-04,FIFA17
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-09-04,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-09-04,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-09-04,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-09-04,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-09-04,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-09-04,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-09-04,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-09-04,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-09-04,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-09-04,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-09-04,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-09-04,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-09-04,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-09-04,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-09-04,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-09-04,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-09-04,FIFA17
bournemouth,1943,74,74,75,74,33.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,23.64,2017-09-04,FIFA17
arsenal,1,83,81,83,82,90.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,9,9,33,26.64,24.42,2017-08-31,FIFA17
chelsea,5,83,86,84,81,99.2,fast,normal,normal,organised,normal,normal,press,deep,normal,cover,10,10,33,26.45,23.33,2017-08-31,FIFA17
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-08-31,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-08-31,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-08-31,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-08-31,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-08-31,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-08-31,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-08-31,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-08-31,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-08-31,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-08-31,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-08-31,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-08-31,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-08-31,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-08-31,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-08-31,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-08-31,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-08-31,FIFA17
bournemouth,1943,74,74,75,74,33.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,23.64,2017-08-31,FIFA17
arsenal,1,83,81,83,82,90.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,9,9,33,26.64,24.42,2017-08-28,FIFA17
chelsea,5,83,86,84,81,99.2,fast,normal,normal,organised,normal,normal,press,deep,normal,cover,10,10,33,26.45,23.33,2017-08-28,FIFA17
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-08-28,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-08-28,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-08-28,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-08-28,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-08-28,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-08-28,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-08-28,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-08-28,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-08-28,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-08-28,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-08-28,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-08-28,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-08-28,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-08-28,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-08-28,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-08-28,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-08-28,FIFA17
bournemouth,1943,74,74,75,74,33.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,23.64,2017-08-28,FIFA17
arsenal,1,83,81,83,82,90.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,9,9,33,26.64,24.42,2017-08-24,FIFA17
chelsea,5,83,86,84,81,99.2,fast,normal,normal,organised,normal,normal,press,deep,normal,cover,10,10,33,26.45,23.33,2017-08-24,FIFA17
manchester_city,10,83,83,85,81,117.9,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,28.36,24.79,2017-08-24,FIFA17
manchester_united,11,83,84,84,82,120.0,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,10,10,33,24.82,23.58,2017-08-24,FIFA17
liverpool,9,81,82,81,81,71.8,balanced,normal,normal,organised,normal,normal,double,medium,normal,cover,9,8,33,25.55,22.39,2017-08-24,FIFA17
tottenham_hotspur,18,81,85,81,81,69.1,balanced,normal,normal,organised,normal,normal,double,high,normal,cover,8,7,33,25.09,22.42,2017-08-24,FIFA17
everton,7,80,85,78,79,51.4,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,25.73,24.15,2017-08-24,FIFA17
stoke_city,1806,78,77,78,77,49.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,5,33,28.82,25.52,2017-08-24,FIFA17
southampton,17,78,78,76,77,49.8,balanced,normal,normal,organised,normal,little,press,medium,normal,cover,6,5,33,25.09,24.3,2017-08-24,FIFA17
west_ham_united,19,78,79,77,77,63.2,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,8,6,33,27.18,23.82,2017-08-24,FIFA17
leicester_city,95,78,79,78,76,51.4,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.82,24.45,2017-08-24,FIFA17
watford,1795,77,78,78,76,33.0,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,3,33,28.64,25.73,2017-08-24,FIFA17
crystal_palace,1799,77,80,77,76,37.5,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,5,4,33,27.0,26.0,2017-08-24,FIFA17
swansea_city,1960,77,78,76,75,41.7,balanced,normal,normal,free_form,normal,normal,press,medium,normal,cover,6,4,33,27.27,25.36,2017-08-24,FIFA17
sunderland,106,76,81,76,73,38.1,balanced,normal,normal,organised,normal,normal,press,deep,normal,cover,4,4,33,26.91,24.67,2017-08-24,FIFA17
middlesbrough,12,75,76,74,74,28.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,1,2,33,26.27,24.18,2017-08-24,FIFA17
west_bromwich_albion,109,75,81,76,74,35.1,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,4,4,32,28.73,23.91,2017-08-24,FIFA17
hull_city,1952,75,76,74,75,22.9,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,2,2,33,26.18,24.48,2017-08-24,FIFA17
burnley,1796,74,74,74,76,31.0,balanced,little,risky,organised,normal,normal,press,medium,normal,cover,3,3,33,26.45,23.33,2017-08-24,FIFA17
